HI,16.6412844
WA,28.98731189
AK,32.63017479
ME,33.83148992
NE,34.03566711
ID,34.33875996
VA,34.44418449
OR,35.0065269
NH,35.90300345
SD,36.6783054
PR,36.6899384
KS,36.94019349
NC,37.91953563
VT,38.15342466
FL,38.31220246
NY,38.69254228
TN,39.31188228
MS,39.3245478
GA,39.73833043
AR,39.81907571
AL,40.16810631
NJ,40.27772686
MN,40.53644524
LA,41.04863884
MA,41.15600882
SC,41.3223461
MT,41.51383399
MI,41.69770408
WV,41.81793601
OH,41.93415563
DE,42.07462687
TX,42.24056767
KY,42.28072242
IN,42.30734633
PA,42.41092757
IA,42.43144899
MO,42.52312261
WI,42.63783674
CT,42.77857143
ND,43.1053719
MD,43.89442815
IL,44.14872856
NV,44.52409639
RI,44.89315068
WY,45.18555759
NM,45.73171543
OK,48.3676676
DC,50.34246575
CO,50.70455196
UT,52.30650685
AZ,54.18927762
CA,57.78100934
