ID,25.97380766
WA,27.29868996
OR,29.67505155
ND,29.73836891
PR,31.51345533
KS,31.66365132
MN,32.10575916
SD,32.37040869
HI,34.13302752
ME,34.51265823
VT,35.89344262
MT,36.1681945
NE,36.84266985
NH,37.41289702
AR,37.5459854
VA,37.80483201
NM,38.1425943
OK,38.21377102
WI,38.59185405
SC,38.95030873
MS,38.96254682
FL,39.29163527
IA,39.3361088
NV,39.76966292
MA,40.3386829
TX,40.59094988
MI,40.94628785
NY,41.14246196
GA,41.27052239
MO,41.57091776
IN,41.86206255
WV,41.90132481
AK,41.92189007
NC,41.98740861
DE,42.0989011
IL,42.2196319
NJ,42.36040146
AL,42.46297269
KY,42.60528455
OH,42.65876599
LA,42.76839435
WY,43.39617486
TN,44.19812745
PA,44.69232623
CT,45.43492586
CO,45.64490114
MD,46.32553338
RI,46.94262295
AZ,47.40071606
UT,51.93620415
DC,55.31967213
CA,57.86960784
